track|artist|album|year
Satin Doll|Sonny Stitt|Constellation|1999
A Sailboat In The Moonlight|Sonny Stitt|Constellation|1999
If You Could See Me Now|Sonny Stitt|Constellation|1999
A Cute One|Sonny Stitt|Constellation|1999
I Should Care|Sonny Stitt|Constellation|1999
Soon|Sonny Stitt|Constellation|1999
How High The Moon|Sonny Stitt|Constellation|1999
You Can Depend On Me|Sonny Stitt|Constellation|1999
Red Top|Sonny Stitt|Constellation|1999
Exactly Like You|Sonny Stitt|Constellation|1999
My Buddy|Sonny Stitt|Constellation|1999
Confirmation|Sonny Stitt|Constellation|1999
Blues For Brad & Kolax|Sonny Stitt|Constellation|1999
Canadian Sunset|Sonny Stitt|Constellation|1999
Sonny's Bounce|Sonny Stitt|Constellation|1999
Soon|Sonny Stitt|Constellation|1999
Dodge City|Sonny Stitt|Constellation|1999
It Might As Well Be Spring|Sonny Stitt|Constellation|1999
Constellation|Sonny Stitt|Constellation|1999
Street of Dreams|Sonny Stitt|Constellation|1999
Blues For Marvin|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Midnight Symphony|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
On The Sunny Side Of The Street|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
One Hour|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Sweet Georgia Brown|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Jamming The Blues|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Oh, Lady Be Good|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
I Can't Get Started|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Tea For Two|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Apple Core|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Song For Johnny Hodges|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Blight Of The Fumble Bee|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Gerry Meets Hamp|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Blues For Gerry|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Line For Lyons|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Walkin' Shoes|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Limelight|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Sonny's Blues|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Old Folks|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Lax|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Yesterdays|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
What's New?|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
Four|Lester Young / Gerry Mulligan / Sonny Stitt|Dimensions Of Sax|1999
StardustWritten-By – Carmichael*|Sonny Stitt|Autumn In New York|2000
CherokeeWritten-By – Noble*|Sonny Stitt|Autumn In New York|2000
Autumn In New YorkWritten-By – Duke*|Sonny Stitt|Autumn In New York|2000
The GypsyWritten-By – Reid*|Sonny Stitt|Autumn In New York|2000
Lover Man Written-By – Davis*, Sherman*, Ramirez*|Sonny Stitt|Autumn In New York|2000
Matter HornsWritten-By – Eiger & Jungfrau|Sonny Stitt|Autumn In New York|2000
HelloWritten-By – McGhee*|Sonny Stitt|Autumn In New York|2000
NIght WorkWritten-By – Howard McGhee|Sonny Stitt|Autumn In New York|2000
All God's Chillun Got Rhythm|Sonny Stitt & Don Patterson|The Boss Men|2001
Answering Service|Sonny Stitt & Don Patterson|The Boss Men|2001
Tangerine|Sonny Stitt & Don Patterson|The Boss Men|2001
Night Crawler|Sonny Stitt & Don Patterson|The Boss Men|2001
Who Can I Turn To?|Sonny Stitt & Don Patterson|The Boss Men|2001
Star Eyes|Sonny Stitt & Don Patterson|The Boss Men|2001
Diane|Sonny Stitt & Don Patterson|The Boss Men|2001
Someday My Prince Will Come|Sonny Stitt & Don Patterson|The Boss Men|2001
Easy To Love|Sonny Stitt & Don Patterson|The Boss Men|2001
What's New?|Sonny Stitt & Don Patterson|The Boss Men|2001
Big C's Rock|Sonny Stitt & Don Patterson|The Boss Men|2001
They Say It's Wonderful|Sonny Stitt & Don Patterson|The Boss Men|2001
Please Don't Talk About Me When I'm Gone|Sonny Stitt & Don Patterson|The Boss Men|2001
42639|Sonny Stitt & Don Patterson|The Boss Men|2001
Brothers 4|Sonny Stitt / Don Patterson|Brothers - 4|2001
Creepin' Home|Sonny Stitt / Don Patterson|Brothers - 4|2001
Alexander's Ragtime Band|Sonny Stitt / Don Patterson|Brothers - 4|2001
Walk On By|Sonny Stitt / Don Patterson|Brothers - 4|2001
Donny Brook|Sonny Stitt / Don Patterson|Brothers - 4|2001
Mud Turtle|Sonny Stitt / Don Patterson|Brothers - 4|2001
St. Thomas|Sonny Stitt / Don Patterson|Brothers - 4|2001
Good Bait|Sonny Stitt / Don Patterson|Brothers - 4|2001
Starry Night|Sonny Stitt / Don Patterson|Brothers - 4|2001
Tune Up|Sonny Stitt / Don Patterson|Brothers - 4|2001
Off Minor|"Monk's Music* & Sonny Stitt, Harry Edison, Eddie ""Lockjaw"" Davis"|Sonny's Blues|2001
Epistrophy|"Monk's Music* & Sonny Stitt, Harry Edison, Eddie ""Lockjaw"" Davis"|Sonny's Blues|2001
Well, You Needn't|"Monk's Music* & Sonny Stitt, Harry Edison, Eddie ""Lockjaw"" Davis"|Sonny's Blues|2001
Ruby, My Dear|"Monk's Music* & Sonny Stitt, Harry Edison, Eddie ""Lockjaw"" Davis"|Sonny's Blues|2001
Sonny's Blues|"Monk's Music* & Sonny Stitt, Harry Edison, Eddie ""Lockjaw"" Davis"|Sonny's Blues|2001
Old Folks|"Monk's Music* & Sonny Stitt, Harry Edison, Eddie ""Lockjaw"" Davis"|Sonny's Blues|2001
Lax|"Monk's Music* & Sonny Stitt, Harry Edison, Eddie ""Lockjaw"" Davis"|Sonny's Blues|2001
Yesterdays|"Monk's Music* & Sonny Stitt, Harry Edison, Eddie ""Lockjaw"" Davis"|Sonny's Blues|2001
What's New|"Monk's Music* & Sonny Stitt, Harry Edison, Eddie ""Lockjaw"" Davis"|Sonny's Blues|2001
Four|"Monk's Music* & Sonny Stitt, Harry Edison, Eddie ""Lockjaw"" Davis"|Sonny's Blues|2001
Elora|Sonny Stitt|Stitt's It|2001
Afternoon In Paris|Sonny Stitt|Stitt's It|2001
Teapot|Sonny Stitt|Stitt's It|2001
Blue Mode|Sonny Stitt|Stitt's It|2001
All God's Chillun Got Rhythm|Sonny Stitt|Stitt's It|2001
Sonny Side|Sonny Stitt|Stitt's It|2001
Bud's Blues|Sonny Stitt|Stitt's It|2001
Sunset|Sonny Stitt|Stitt's It|2001
Fine And Dandy|Sonny Stitt|Stitt's It|2001
I Want To Be Happy|Sonny Stitt|Stitt's It|2001
Taking A Chance Of Love|Sonny Stitt|Stitt's It|2001
P.S. I Love You|Sonny Stitt|Stitt's It|2001
This Can't Be Love|Sonny Stitt|Stitt's It|2001
Can't We Be Friends|Sonny Stitt|Stitt's It|2001
Liza|Sonny Stitt|Stitt's It|2001
Imagination|Sonny Stitt|Stitt's It|2001
Cherokee|Sonny Stitt|Stitt's It|2001
After You've Gone|Sonny Stitt|Stitt's It|2001
Our Very Own|Sonny Stitt|Stitt's It|2001
Stitt's It|Sonny Stitt|Stitt's It|2001
Cool Mambo|Sonny Stitt|Stitt's It|2001
Blue Mambo|Sonny Stitt|Stitt's It|2001
Sonny Sounds|Sonny Stitt|Stitt's It|2001
Ain't Misbehavin'|Sonny Stitt|Stitt's It|2001
Later|Sonny Stitt|Stitt's It|2001
Be Bop In Pastel (Bouncing With Bud)|Sonny Stitt|1946-1950|2001
Fools Fancy (Wail)|Sonny Stitt|1946-1950|2001
Bombay|Sonny Stitt|1946-1950|2001
Ray's Idea|Sonny Stitt|1946-1950|2001
Serenade To A Square|Sonny Stitt|1946-1950|2001
Good Kick|Sonny Stitt|1946-1950|2001
Seven-Up|Sonny Stitt|1946-1950|2001
Blues In Be-Bop|Sonny Stitt|1946-1950|2001
Stardust|Sonny Stitt|1946-1950|2001
Red Shoes|Sonny Stitt|1946-1950|2001
Body And Soul|Sonny Stitt|1946-1950|2001
Ratio And Proportion|Sonny Stitt|1946-1950|2001
Royal Wedding|Sonny Stitt|1946-1950|2001
Be Bop Blues|Sonny Stitt|1946-1950|2001
Fine And Dandy|Sonny Stitt|1946-1950|2001
Third Song|Sonny Stitt|1946-1950|2001
All God's Chillun Got Rhythm|Sonny Stitt|1946-1950|2001
Sonnyside|Sonny Stitt|1946-1950|2001
Bud's Blues|Sonny Stitt|1946-1950|2001
Sunset|Sonny Stitt|1946-1950|2001
Strike Up The Band|Sonny Stitt|1946-1950|2001
I Want To Be Happy|Sonny Stitt|1946-1950|2001
Taking A Chance On Love|Sonny Stitt|1946-1950|2001
Fine And Dandy|Sonny Stitt|1946-1950|2001
Sancho PanzaWritten-By – Johnny Richards|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Sweet And LovelyWritten-By – Daniels*, Arnheim*, Tobias*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
If I Could Be With YouWritten-By – H. Creamer*, J.P. Johnson*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Hooke's ToursWritten-By – J. Richards*, S. Stitt*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Loose WalkWritten-By – S. Stitt*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Pink SatinWritten-By – J. Richards*, S. Stitt*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Shine On Harvest MoonWritten-By – J. Norworth*, N. Bayes*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Opus 202Written-By – J. Richards*, S. Stitt*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
My Funny ValentineWritten-By – R. Rodgers-L. Hart*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
LoverWritten-By – R. Rodgers-L. Hart*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Sonny's BunnyWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Love Walked InWritten-By – G. Gershwin-I. Gershwin*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
If You Could See Me NowWritten-By – C. Sigman*, T. Dameron*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
QuinceWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Come Rain Or Come ShineWritten-By – H. Arlen-J. Mercer*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Star DustWritten-By – H. Carmichael*, M. Parish*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Quince (Alt. Take)Written-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Come Rain Or Come Shine (Alt. Take)Written-By – H. Arlen-J. Mercer*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Star Dust (Alt. Take)Written-By – H. Carmichael*, M. Parish*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
They Say It's WonderfulWritten-By – Irving Berlin|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Why Do I Love YouWritten-By – J. Kern*, O. Hammerstein*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Symphony Hall SwingWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Sonny's BunnyWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
They Say It's Wonderful (Alt. Take)Written-By – Irving Berlin|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Why Do I Love You (Alt. Take)Written-By – J. Kern*, O. Hammerstein*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Symphony Hall Swing (Alt. Take)Written-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Sonny's Bunny (Alt. Take)Written-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
There Will Never Be Another YouWritten-By – H. Warren*, M. Gordon*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
YesterdaysWritten-By – J. Kern*, O. Harbach*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
The Nearness Of YouWritten-By – H. Carmichael*, N. Washington*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Biscuit MixWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
AfterwardsWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
If I Should Lose YouWritten-By – L. Robin*, R. Rainger*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Blues For BobbyWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
My Melancholy BabyWritten-By – E. Burnett*, G. Norton*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
The Nearness Of You (Alt. Take)Written-By – H. Carmichael*, N. Washington*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
If I Should Lose You (Alt. Take)Written-By – L. Robin*, R. Rainger*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
What Is This Thing Called LoveWritten-By – Cole Porter|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Sweet Georgia BrownWritten-By – Bernie*, Casey*, Pinkard*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Blues For YardWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Harlem NocturneWritten-By – Earle Hagen|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Blue MoonWritten-By – R. Rodgers-L. Hart*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Because Of YouWritten-By – A. Hammerstein*, D. Wilkinson*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Windy RideWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
But Not For MeWritten-By – G. Gershwin-I. Gershwin*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Scrapple From The AppleWritten-By – Charlie Parker|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Sweet Georgia Brown (Alt. Take)Written-By – Bernie*, Casey*, Pinkard*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Blues For Yard (Alt. Take 1)Written-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Blues For Yard (Alt. Take 2)Written-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Harlem Nocturne (Alt. Take)Written-By – Earle Hagen|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
CherokeeWritten-By – Ray Noble|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Engos, The BloosWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Body And SoulWritten-By – Heyman*, Eyton*, Green*, Sour*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
I Didn't Know What Time It WasWritten-By – R. Rodgers-L. Hart*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
The Best Things In Life Are FreeWritten-By – DeSylva*, Brown*, Henderson*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
People Will Say We're In LoveWritten-By – R. Rodgers-O. Hammerstein*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
BlooseyWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Bird's EyeWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
It Might As Well Be SpringWritten-By – R. Rodgers-O. Hammerstein*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Engos, The Bloos (Alt. Take)Written-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
People Will Say We're In Love (Alt. Take)Written-By – R. Rodgers-O. Hammerstein*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
It Might As Well Be Spring (Alt. Take)Written-By – R. Rodgers-O. Hammerstein*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Happy FacesWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Am I BlueWritten-By – G. Clarke*, H. Akst*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
I'll Be Seeing YouWritten-By – I. Kahal*, S. Fain*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
When You're SmilingWritten-By – Goodwin*, Shay*, Fischer*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
In A Little Spanish TownWritten-By – Young*, Wayne*, Lewis*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Them There EyesWritten-By – Tauber*, Pinkard*, Tracey*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Back In Your Own Back YardWritten-By – Jolson*, Rose*, Dreyer*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Foot TapperWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Sometimes I Feel Like A Motherless ChildWritten-By – Traditional|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Shadow WaltzWritten-By – Dubin*, Warren*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Wind-UpWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Star EyesWritten-By – D. Raye*, DePaul*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
LauraWritten-By – D. Raksin*, J. Mercer*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
J. B. BluesWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
On A Slow Boat To ChinaWritten-By – Frank Loesser|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Cocktails For TwoWritten-By – A. Johnston*, S. Coslow*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
I'm Confessin' (That I Love You)Written-By – Neiburg*, Daugherty*, Reynolds*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
When The Red, Red Robin (Comes Bob, Bob, Bobbin' Along)Written-By – Harry Woods*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Don't Take Your Love From MeWritten-By – Harry Nemo*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
After The Late, Late ShowWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
For All We KnowWritten-By – J.F. Coots*, S. Lewis*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Laura (Alt. Take)Written-By – D. Raksin*, J. Mercer*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
I'm Confessin' (That I Love You) (Alt. Take)Written-By – Neiberg*, Daugherty*, Reynolds*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Day By DayWritten-By – Stordahl*, Weston*, Kahn*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Don't Worry 'Bout MeWritten-By – R, Bloom*, T. Koehler*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Red TopWritten-By – Kynard*, L. Hampton*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
I Never KnewWritten-By – Earl Carroll*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
SkylarkWritten-By – H. Carmichael*, J. Mercer*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
I'll Remember AprilWritten-By – Raye*, DePaul*, Johnston*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
MoonrayWritten-By – Quinser*, Shaw*, Madison*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Old Fashioned BluesWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
HitsburgWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Angel EyesWritten-By – E. Brent*, M. Dennis*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
It All Depends On YouWritten-By – DeSylva*, Brown*, Henderson*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Stormy ThursdayWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Embraceable YouWritten-By – G. Gershwin-I. Gershwin*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
It Could Happen To YouWritten-By – J. Van Heusen*, J. Burke*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
But Not For MeWritten-By – G. Gershwin-I. Gershwin*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Memories Of YouWritten-By – A. Razaf*, E. Blake*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
I Cried For YouWritten-By – Lyman*, Freed*, Arnheim*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Bright As SnowWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
SpinningWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
On Green Dolphin StreetWritten-By – B. Kaper*, N. Washington*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
My Blue HeavenWritten-By – G. Whiting*, W. Donaldson*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
My Mother's EyesWritten-By – A. Baer*, W.L. Gilbert*|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
Sunny Side UpWritten-By – Sonny Stitt|Sonny Stitt|The Complete Roost Sonny Stitt Studio Sessions|2001
